518; 89
413; 199
351; 225
314; 227
290; 232
299; 223
324; 207
302; 226
328; 195
303; 213
250; 250
267; 230
252; 243
222; 267
212; 273
218; 266
193; 286
192; 272
162; 312
150; 340
160; 343
172; 342
165; 369
158; 370
172; 350
178; 355
182; 369
167; 387
151; 415
126; 445
106; 463
84; 481
60; 493
40; 449
57; 386
85; 287
102; 224
114; 186
122; 140
125; 89
143; 68
174; 69
205; 89
231; 88
253; 95
266; 105
268; 117
237; 144
209; 158
176; 176
159; 195
154; 203
162; 212
173; 231
185; 226
200; 222
220; 214
244; 201
266; 188
289; 176
307; 169
328; 152
340; 142
355; 131
355; 126
358; 112
353; 99
347; 113
332; 137
331; 126
329; 121
332; 115
338; 116
339; 120
338; 124
307; 118
