109; 218
131; 233
141; 245
147; 260
154; 273
159; 287
164; 298
170; 310
174; 323
178; 333
182; 343
185; 352
189; 364
192; 373
196; 382
200; 394
203; 405
208; 419
212; 429
217; 433
221; 434
224; 428
226; 421
229; 412
233; 401
238; 389
245; 378
249; 369
253; 359
257; 349
260; 338
265; 328
268; 319
273; 309
275; 301
279; 293
281; 287
284; 281
287; 275
289; 272
291; 272
293; 276
296; 284
297; 297
299; 312
304; 323
309; 335
313; 347
317; 356
322; 370
327; 386
332; 399
335; 412
337; 421
338; 430
338; 436
339; 438
340; 433
341; 420
342; 407
344; 395
347; 383
349; 372
353; 361
357; 351
361; 340
365; 329
368; 317
372; 304
376; 291
380; 281
383; 272
387; 263
392; 253
397; 246
402; 238
410; 204
