448; 116
408; 142
381; 173
365; 194
350; 224
335; 263
321; 284
310; 300
299; 315
287; 330
276; 341
263; 343
256; 327
250; 307
247; 275
250; 242
251; 206
253; 179
251; 158
238; 144
220; 148
205; 153
192; 156
171; 177
159; 195
158; 201
166; 199
177; 198
185; 201
193; 215
196; 236
191; 252
179; 268
166; 280
154; 294
138; 317
132; 338
133; 342
144; 334
156; 329
161; 339
161; 349
160; 364
138; 388
119; 396
110; 397
111; 405
120; 405
128; 409
129; 419
133; 425
140; 437
143; 457
139; 467
135; 473
132; 486
130; 496
130; 495
127; 493
118; 486
