241; 425
244; 405
243; 397
244; 386
246; 373
248; 362
249; 349
249; 336
249; 323
249; 309
247; 295
246; 279
245; 263
243; 249
242; 235
241; 223
241; 212
241; 201
241; 192
241; 183
241; 175
241; 169
241; 166
240; 163
239; 155
238; 152
239; 150
243; 148
249; 146
255; 143
263; 137
273; 133
286; 130
300; 133
313; 138
325; 148
337; 159
346; 175
354; 192
358; 211
360; 228
359; 244
358; 259
355; 273
351; 284
345; 295
337; 305
329; 312
322; 317
313; 320
305; 320
297; 320
289; 319
282; 318
275; 316
269; 314
225; 306
